name,team,position,position_group,year,draft_control
Jack Kent Cooke,Commanders,Owner,Owner,1969,0
Vince Lombardi,Commanders,Head Coach/Executive VP of Football Operations,Head Coach/Executive,1970,1
Edward Bennett Williams,Commanders,President/Partial Owner,Owner,1970,0
Jack Kent Cooke,Commanders,Owner,Owner,1970,0
George Allen,Commanders,Head Coach/General Manager,Head Coach/General Manager,1971,1
Edward Bennett Williams,Commanders,President/Partial Owner,Owner,1971,0
Jack Kent Cooke,Commanders,Owner,Owner,1971,0
George Allen,Commanders,Head Coach/General Manager,Head Coach/General Manager,1972,1
Edward Bennett Williams,Commanders,President/Partial Owner,Owner,1972,0
Jack Kent Cooke,Commanders,Owner,Owner,1972,0
George Allen,Commanders,Head Coach/General Manager,Head Coach/General Manager,1973,1
Edward Bennett Williams,Commanders,President/Partial Owner,Owner,1973,0
Jack Kent Cooke,Commanders,Owner,Owner,1973,0
George Allen,Commanders,Head Coach/General Manager,Head Coach/General Manager,1974,1
Jack Kent Cooke,Commanders,Owner,Owner,1974,0
George Allen,Commanders,Head Coach/General Manager,Head Coach/General Manager,1975,1
Jack Kent Cooke,Commanders,Owner,Owner,1975,0
George Allen,Commanders,Head Coach/General Manager,Head Coach/General Manager,1976,1
Jack Kent Cooke,Commanders,Owner,Owner,1976,0
George Allen,Commanders,Head Coach/General Manager,Head Coach/General Manager,1977,1
Jack Kent Cooke,Commanders,Owner,Owner,1977,0
Bobby Beathard,Commanders,General Manager,General Manager,1978,1
Jack Kent Cooke,Commanders,Owner,Owner,1978,0
Bobby Beathard,Commanders,General Manager,General Manager,1979,1
Jack Kent Cooke,Commanders,Owner,Owner,1979,0
Bobby Beathard,Commanders,General Manager,General Manager,1980,1
Jack Kent Cooke,Commanders,Owner,Owner,1980,0
Bobby Beathard,Commanders,General Manager,General Manager,1981,1
Jack Kent Cooke,Commanders,Owner,Owner,1981,0
Bobby Beathard,Commanders,General Manager,General Manager,1982,1
Jack Kent Cooke,Commanders,Owner,Owner,1982,0
Bobby Beathard,Commanders,General Manager,General Manager,1983,1
Jack Kent Cooke,Commanders,Owner,Owner,1983,0
Bobby Beathard,Commanders,General Manager,General Manager,1984,1
Jack Kent Cooke,Commanders,Owner,Owner,1984,0
Bobby Beathard,Commanders,General Manager,General Manager,1985,1
Jack Kent Cooke,Commanders,Owner,Owner,1985,0
Bobby Beathard,Commanders,General Manager,General Manager,1986,1
Jack Kent Cooke,Commanders,Owner,Owner,1986,0
Bobby Beathard,Commanders,General Manager,General Manager,1987,1
Jack Kent Cooke,Commanders,Owner,Owner,1987,0
Bobby Beathard,Commanders,General Manager,General Manager,1988,1
Jack Kent Cooke,Commanders,Owner,Owner,1988,0
Charley Casserly,Commanders,General Manager,General Manager,1989,1
Jack Kent Cooke,Commanders,Owner,Owner,1989,0
Charley Casserly,Commanders,General Manager,General Manager,1990,1
Jack Kent Cooke,Commanders,Owner,Owner,1990,0
Charley Casserly,Commanders,General Manager,General Manager,1991,1
Jack Kent Cooke,Commanders,Owner,Owner,1991,0
Charley Casserly,Commanders,General Manager,General Manager,1992,1
Jack Kent Cooke,Commanders,Owner,Owner,1992,0
Charley Casserly,Commanders,General Manager,General Manager,1993,1
Jack Kent Cooke,Commanders,Owner,Owner,1993,0
Charley Casserly,Commanders,General Manager,General Manager,1994,1
Jack Kent Cooke,Commanders,Owner,Owner,1994,0
Charley Casserly,Commanders,General Manager,General Manager,1995,1
Jack Kent Cooke,Commanders,Owner,Owner,1995,0
Charley Casserly,Commanders,General Manager,General Manager,1996,1
Jack Kent Cooke,Commanders,Owner,Owner,1996,0
John Kent Cooke,Commanders,Executor of the Estate of Jack Kent Cooke,General Executive,1997,0
Ralph Kent Cooke,Commanders,Executor of the Estate of Jack Kent Cooke,General Executive,1997,0
Stuart Haney,Commanders,Executor of the Estate of Jack Kent Cooke,General Executive,1997,0
James Lacher,Commanders,Executor of the Estate of Jack Kent Cooke,General Executive,1997,0
Vincent Salazar,Commanders,Executor of the Estate of Jack Kent Cooke,General Executive,1997,0
Howard Sodoway,Commanders,Executor of the Estate of Jack Kent Cooke,General Executive,1997,0
Wanda Wiser,Commanders,Executor of the Estate of Jack Kent Cooke,General Executive,1997,0
Charley Casserly,Commanders,General Manager,General Manager,1997,1
John Kent Cooke,Commanders,Executor of the Estate of Jack Kent Cooke,General Executive,1998,0
Ralph Kent Cooke,Commanders,Executor of the Estate of Jack Kent Cooke,General Executive,1998,0
Stuart Haney,Commanders,Executor of the Estate of Jack Kent Cooke,General Executive,1998,0
James Lacher,Commanders,Executor of the Estate of Jack Kent Cooke,General Executive,1998,0
Vincent Salazar,Commanders,Executor of the Estate of Jack Kent Cooke,General Executive,1998,0
Howard Sodoway,Commanders,Executor of the Estate of Jack Kent Cooke,General Executive,1998,0
Wanda Wiser,Commanders,Executor of the Estate of Jack Kent Cooke,General Executive,1998,0
Charley Casserly,Commanders,General Manager,General Manager,1998,1
Charley Casserly,Commanders,General Manager,General Manager,1999,1
Daniel Snyder,Commanders,Principal Owner,Owner,1999,0
Vinny Cerrato,Commanders,Director of Player Personnel,Director,2000,1
Daniel Snyder,Commanders,Principal Owner,Owner,2000,0
Marty Schottenheimer,Commanders,Head Coach/de facto General Manager,Head Coach/General Manager,2001,1
Daniel Snyder,Commanders,Principal Owner,Owner,2001,0
Vinny Cerrato,Commanders,Director of Player Personnel,Director,2002,1
Daniel Snyder,Commanders,Principal Owner,Owner,2002,0
Joe Mendes,Commanders,VP of Football Operations,VP,2002,0
Daniel Snyder,Commanders,Principal Owner,Owner,2003,0
Vinny Cerrato,Commanders,Executive VP of Player Personnel/Football Operations,VP,2003,1
Daniel Snyder,Commanders,Principal Owner,Owner,2004,0
Vinny Cerrato,Commanders,Executive VP of Player Personnel/Football Operations,VP,2004,1
Daniel Snyder,Commanders,Principal Owner,Owner,2005,0
Vinny Cerrato,Commanders,Executive VP of Player Personnel/Football Operations,VP,2005,1
Daniel Snyder,Commanders,Principal Owner,Owner,2006,0
Vinny Cerrato,Commanders,Executive VP of Player Personnel/Football Operations,VP,2006,1
Daniel Snyder,Commanders,Principal Owner,Owner,2007,0
Vinny Cerrato,Commanders,Executive VP of Player Personnel/Football Operations,VP,2007,1
Daniel Snyder,Commanders,Principal Owner,Owner,2008,0
Vinny Cerrato,Commanders,Executive VP of Player Personnel/Football Operations,VP,2008,1
Daniel Snyder,Commanders,Principal Owner,Owner,2009,0
Vinny Cerrato,Commanders,Executive VP of Player Personnel/Football Operations,VP,2009,1
Mike Shanahan,Commanders,Coach/de-facto GM,Head Coach/General Manager,2010,1
Daniel Snyder,Commanders,Principal Owner,Owner,2010,0
Bruce Allen,Commanders,Executive VP/General Manager,VP/General Manager,2010,0
Mike Shanahan,Commanders,Coach/de-facto GM,Head Coach/General Manager,2011,1
Daniel Snyder,Commanders,Principal Owner,Owner,2011,0
Bruce Allen,Commanders,Executive VP/General Manager,VP/General Manager,2011,0
Mike Shanahan,Commanders,Coach/de-facto GM,Head Coach/General Manager,2012,1
Daniel Snyder,Commanders,Principal Owner,Owner,2012,0
Bruce Allen,Commanders,Executive VP/General Manager,VP/General Manager,2012,0
Mike Shanahan,Commanders,Coach/de-facto GM,Head Coach/General Manager,2013,1
Daniel Snyder,Commanders,Principal Owner,Owner,2013,0
Bruce Allen,Commanders,Executive VP/General Manager,VP/General Manager,2013,0
Daniel Snyder,Commanders,Principal Owner,Owner,2014,0
Bruce Allen,Commanders,Executive VP/General Manager,VP/General Manager,2014,1
Scot McCloughan,Commanders,General Manager,General Manager,2015,1
Daniel Snyder,Commanders,Principal Owner,Owner,2015,0
Scot McCloughan,Commanders,General Manager,General Manager,2016,1
Daniel Snyder,Commanders,Principal Owner,Owner,2016,0
Daniel Snyder,Commanders,Principal Owner,Owner,2017,0
Bruce Allen,Commanders,President,President,2017,1
Daniel Snyder,Commanders,Principal Owner,Owner,2018,0
Bruce Allen,Commanders,President,President,2018,1
Daniel Snyder,Commanders,Principal Owner,Owner,2019,0
Bruce Allen,Commanders,President,President,2019,1
Ron Rivera,Commanders,Head Coach/de facto General Manager,Head Coach/General Manager,2020,1
Daniel Snyder,Commanders,Principal Owner,Owner,2020,0
Martin Mayhew,Commanders,General Manager,General Manager,2021,1
Daniel Snyder,Commanders,Principal Owner,Owner,2021,0
Martin Mayhew,Commanders,General Manager,General Manager,2022,1
Daniel Snyder,Commanders,Principal Owner,Owner,2022,0
Martin Mayhew,Commanders,General Manager,General Manager,2023,1
Josh Harris,Commanders,Principal Owner,Owner,2023,0
Adam Peters,Commanders,General Manager,General Manager,2024,1
Josh Harris,Commanders,Principal Owner,Owner,2024,0
Adam Peters,Commanders,General Manager,General Manager,2025,1
Josh Harris,Commanders,Principal Owner,Owner,2025,0
Clint Murchison Jr.,Cowboys,Principal Owner,Owner,1960,0
Tex Schramm,Cowboys,President/General Manager,President/General Manager,1960,1
Clint Murchison Jr.,Cowboys,Principal Owner,Owner,1961,0
Tex Schramm,Cowboys,President/General Manager,President/General Manager,1961,1
Clint Murchison Jr.,Cowboys,Principal Owner,Owner,1962,0
Tex Schramm,Cowboys,President/General Manager,President/General Manager,1962,1
Clint Murchison Jr.,Cowboys,Principal Owner,Owner,1963,0
Tex Schramm,Cowboys,President/General Manager,President/General Manager,1963,1
Clint Murchison Jr.,Cowboys,Principal Owner,Owner,1964,0
Tex Schramm,Cowboys,President/General Manager,President/General Manager,1964,1
Clint Murchison Jr.,Cowboys,Principal Owner,Owner,1965,0
Tex Schramm,Cowboys,President/General Manager,President/General Manager,1965,1
Clint Murchison Jr.,Cowboys,Principal Owner,Owner,1966,0
Tex Schramm,Cowboys,President/General Manager,President/General Manager,1966,1
Clint Murchison Jr.,Cowboys,Principal Owner,Owner,1967,0
Tex Schramm,Cowboys,President/General Manager,President/General Manager,1967,1
Clint Murchison Jr.,Cowboys,Principal Owner,Owner,1968,0
Tex Schramm,Cowboys,President/General Manager,President/General Manager,1968,1
Clint Murchison Jr.,Cowboys,Principal Owner,Owner,1969,0
Tex Schramm,Cowboys,President/General Manager,President/General Manager,1969,1
Clint Murchison Jr.,Cowboys,Principal Owner,Owner,1970,0
Tex Schramm,Cowboys,President/General Manager,President/General Manager,1970,1
Clint Murchison Jr.,Cowboys,Principal Owner,Owner,1971,0
Tex Schramm,Cowboys,President/General Manager,President/General Manager,1971,1
Clint Murchison Jr.,Cowboys,Principal Owner,Owner,1972,0
Tex Schramm,Cowboys,President/General Manager,President/General Manager,1972,1
Clint Murchison Jr.,Cowboys,Principal Owner,Owner,1973,0
Tex Schramm,Cowboys,President/General Manager,President/General Manager,1973,1
Clint Murchison Jr.,Cowboys,Principal Owner,Owner,1974,0
Tex Schramm,Cowboys,President/General Manager,President/General Manager,1974,1
Clint Murchison Jr.,Cowboys,Principal Owner,Owner,1975,0
Tex Schramm,Cowboys,President/General Manager,President/General Manager,1975,1
Clint Murchison Jr.,Cowboys,Principal Owner,Owner,1976,0
Tex Schramm,Cowboys,President/General Manager,President/General Manager,1976,1
Clint Murchison Jr.,Cowboys,Principal Owner,Owner,1977,0
Tex Schramm,Cowboys,President/General Manager,President/General Manager,1977,1
Clint Murchison Jr.,Cowboys,Principal Owner,Owner,1978,0
Tex Schramm,Cowboys,President/General Manager,President/General Manager,1978,1
Clint Murchison Jr.,Cowboys,Principal Owner,Owner,1979,0
Tex Schramm,Cowboys,President/General Manager,President/General Manager,1979,1
Clint Murchison Jr.,Cowboys,Principal Owner,Owner,1980,0
Tex Schramm,Cowboys,President/General Manager,President/General Manager,1980,1
Clint Murchison Jr.,Cowboys,Principal Owner,Owner,1981,0
Tex Schramm,Cowboys,President/General Manager,President/General Manager,1981,1
Clint Murchison Jr.,Cowboys,Principal Owner,Owner,1982,0
Tex Schramm,Cowboys,President/General Manager,President/General Manager,1982,1
Clint Murchison Jr.,Cowboys,Principal Owner,Owner,1983,0
Tex Schramm,Cowboys,President/General Manager,President/General Manager,1983,1
Harvey Bright,Cowboys,Principal Owner,Owner,1984,0
Tex Schramm,Cowboys,President/General Manager,President/General Manager,1984,1
Harvey Bright,Cowboys,Principal Owner,Owner,1985,0
Tex Schramm,Cowboys,President/General Manager,President/General Manager,1985,1
Harvey Bright,Cowboys,Principal Owner,Owner,1986,0
Tex Schramm,Cowboys,President/General Manager,President/General Manager,1986,1
Harvey Bright,Cowboys,Principal Owner,Owner,1987,0
Tex Schramm,Cowboys,President/General Manager,President/General Manager,1987,1
Harvey Bright,Cowboys,Principal Owner,Owner,1988,0
Tex Schramm,Cowboys,President/General Manager,President/General Manager,1988,1
Jimmy Johnson,Cowboys,Head Coach/Player Personnel,Head Coach/Executive,1989,0
Jerry Jones,Cowboys,Owner/President/General Manager,Owner/General Manager,1989,1
Jimmy Johnson,Cowboys,Head Coach/Player Personnel,Head Coach/Executive,1990,0
Jerry Jones,Cowboys,Owner/President/General Manager,Owner/General Manager,1990,1
Jimmy Johnson,Cowboys,Head Coach/Player Personnel,Head Coach/Executive,1991,0
Jerry Jones,Cowboys,Owner/President/General Manager,Owner/General Manager,1991,1
Jimmy Johnson,Cowboys,Head Coach/Player Personnel,Head Coach/Executive,1992,0
Jerry Jones,Cowboys,Owner/President/General Manager,Owner/General Manager,1992,1
Jimmy Johnson,Cowboys,Head Coach/Player Personnel,Head Coach/Executive,1993,0
Jerry Jones,Cowboys,Owner/President/General Manager,Owner/General Manager,1993,1
Jerry Jones,Cowboys,Owner/President/General Manager,Owner/General Manager,1994,1
Jerry Jones,Cowboys,Owner/President/General Manager,Owner/General Manager,1995,1
Jerry Jones,Cowboys,Owner/President/General Manager,Owner/General Manager,1996,1
Jerry Jones,Cowboys,Owner/President/General Manager,Owner/General Manager,1997,1
Jerry Jones,Cowboys,Owner/President/General Manager,Owner/General Manager,1998,1
Jerry Jones,Cowboys,Owner/President/General Manager,Owner/General Manager,1999,1
Jerry Jones,Cowboys,Owner/President/General Manager,Owner/General Manager,2000,1
Jerry Jones,Cowboys,Owner/President/General Manager,Owner/General Manager,2001,1
Jerry Jones,Cowboys,Owner/President/General Manager,Owner/General Manager,2002,1
Jerry Jones,Cowboys,Owner/President/General Manager,Owner/General Manager,2003,1
Jerry Jones,Cowboys,Owner/President/General Manager,Owner/General Manager,2004,1
Jerry Jones,Cowboys,Owner/President/General Manager,Owner/General Manager,2005,1
Jerry Jones,Cowboys,Owner/President/General Manager,Owner/General Manager,2006,1
Jerry Jones,Cowboys,Owner/President/General Manager,Owner/General Manager,2007,1
Jerry Jones,Cowboys,Owner/President/General Manager,Owner/General Manager,2008,1
Jerry Jones,Cowboys,Owner/President/General Manager,Owner/General Manager,2009,1
Jerry Jones,Cowboys,Owner/President/General Manager,Owner/General Manager,2010,1
Jerry Jones,Cowboys,Owner/President/General Manager,Owner/General Manager,2011,1
Jerry Jones,Cowboys,Owner/President/General Manager,Owner/General Manager,2012,1
Jerry Jones,Cowboys,Owner/President/General Manager,Owner/General Manager,2013,1
Jerry Jones,Cowboys,Owner/President/General Manager,Owner/General Manager,2014,1
Jerry Jones,Cowboys,Owner/President/General Manager,Owner/General Manager,2015,1
Jerry Jones,Cowboys,Owner/President/General Manager,Owner/General Manager,2016,1
Jerry Jones,Cowboys,Owner/President/General Manager,Owner/General Manager,2017,1
Jerry Jones,Cowboys,Owner/President/General Manager,Owner/General Manager,2018,1
Jerry Jones,Cowboys,Owner/President/General Manager,Owner/General Manager,2019,1
Jerry Jones,Cowboys,Owner/President/General Manager,Owner/General Manager,2020,1
Jerry Jones,Cowboys,Owner/President/General Manager,Owner/General Manager,2021,1
Jerry Jones,Cowboys,Owner/President/General Manager,Owner/General Manager,2022,1
Jerry Jones,Cowboys,Owner/President/General Manager,Owner/General Manager,2023,1
Jerry Jones,Cowboys,Owner/President/General Manager,Owner/General Manager,2024,1
Jerry Jones,Cowboys,Owner/President/General Manager,Owner/General Manager,2025,1
Dennis Shea,Dodgers,General Manager,General Manager,1942,1
Dennis Shea,Dodgers,General Manager,General Manager,1943,1
Chuck Burr,Dolphins,General Manager,General Manager,1966,1
Joe Robbie,Dolphins,Owner,Owner,1966,0
Joe Robbie,Dolphins,Owner/General Manager,Owner/General Manager,1967,1
Joe Robbie,Dolphins,Owner/General Manager,Owner/General Manager,1968,1
Joe Robbie,Dolphins,Owner/General Manager,Owner/General Manager,1969,1
Don Shula,Dolphins,Head Coach/de facto General Manager,Head Coach/General Manager,1970,1
Joe Robbie,Dolphins,Owner,Owner,1970,0
Don Shula,Dolphins,Head Coach/de facto General Manager,Head Coach/General Manager,1971,1
Joe Robbie,Dolphins,Owner,Owner,1971,0
Don Shula,Dolphins,Head Coach/de facto General Manager,Head Coach/General Manager,1972,1
Joe Robbie,Dolphins,Owner,Owner,1972,0
Don Shula,Dolphins,Head Coach/de facto General Manager,Head Coach/General Manager,1973,1
Joe Robbie,Dolphins,Owner,Owner,1973,0
Don Shula,Dolphins,Head Coach/de facto General Manager,Head Coach/General Manager,1974,1
Joe Robbie,Dolphins,Owner,Owner,1974,0
Don Shula,Dolphins,Head Coach/de facto General Manager,Head Coach/General Manager,1975,1
Joe Robbie,Dolphins,Owner,Owner,1975,0
Don Shula,Dolphins,Head Coach/de facto General Manager,Head Coach/General Manager,1976,1
Joe Robbie,Dolphins,Owner,Owner,1976,0
Don Shula,Dolphins,Head Coach/de facto General Manager,Head Coach/General Manager,1977,1
Joe Robbie,Dolphins,Owner,Owner,1977,0
Mike Robbie,Dolphins,General Manager,General Manager,1978,1
Don Shula,Dolphins,Head Coach/Player Personnel,Head Coach/Executive,1978,0
Joe Robbie,Dolphins,Owner,Owner,1978,0
Mike Robbie,Dolphins,General Manager,General Manager,1979,1
Don Shula,Dolphins,Head Coach/Player Personnel,Head Coach/Executive,1979,0
Joe Robbie,Dolphins,Owner,Owner,1979,0
Mike Robbie,Dolphins,General Manager,General Manager,1980,1
