Rank,playerId,gsisPlayerId,league,playerImageId,headshotUrl,player,playerFullName,position,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamImageId,currentNFLTeamId,currentNFLTeamAbbrev,currentNFLTeamName,currentNFLStatus,lastNFLTeamId,lastNFLTeamAbbrev,lastNFLTeamName,lastNFLTeamLocation,lastNFLTeamFullName,inFBS,inFCS,activeFBSTeam,activeFCSTeam,teamColor,gameConference,TeamTgt%,G,Routes,Tar,Rec,G,null
381,39344,00-0039344,NFL,BRO131669,https://static.www.nfl.com/image/upload/{formatInstructions}/league/jah18lvdpgwurx7dgys4,Jonathon Brooks,Jonathon Brooks,RB,Carolina Panthers,CAR,750,750,750,CAR,Panthers,PUP,750,CAR,Panthers,Carolina,Carolina Panthers,,,,,#0085CF,NFC,0.6%,3,10,3,3,3,
381,39816,00-0039816,NFL,GOU228729,https://static.www.nfl.com/image/upload/{formatInstructions}/league/kplzuye1iocg1vyec3ru,Anthony Gould,Anthony Gould,WR,Indianapolis Colts,IND,2200,2200,2200,IND,Colts,ACT,2200,IND,Colts,Indianapolis,Indianapolis Colts,,,,,#013369,AFC,0.2%,8,7,1,1,8,
383,33376,00-0033376,NFL,RIC012529,https://static.www.nfl.com/image/upload/{formatInstructions}/league/l5nzsaigpp87jl5h5mtc,Patrick Ricard,Patrick Ricard,FB,Baltimore Ravens,BAL,325,325,325,BAL,Ravens,ACT,325,BAL,Ravens,Baltimore,Baltimore Ravens,,,,,#24135F,AFC,1.1%,17,67,5,3,17,
383,36534,00-0036534,NFL,ZYL604524,https://static.www.nfl.com/image/upload/{formatInstructions}/league/jwgarjssm9bd9ek6cbhr,Shane Zylstra,Shane Zylstra,TE,Detroit Lions,DET,1540,1540,1540,DET,Lions,ACT,1540,DET,Lions,Detroit,Detroit Lions,,,,,#0076B6,NFC,0.2%,12,46,1,1,12,
383,38647,00-0038647,NFL,BEL596505,https://static.www.nfl.com/image/upload/{formatInstructions}/league/iz3uiudpv80vgvgjzzej,Ronnie Bell,Ronnie Bell,WR,San Francisco 49ers,SF,4500,4500,1540,DET,Lions,DEV,1540,DET,Lions,Detroit,Detroit Lions,,,,,#AA0000,NFC,1.2%,9,68,6,2,9,
383,38636,00-0038636,NFL,MCI500298,https://static.www.nfl.com/image/upload/{formatInstructions}/league/ry0uls321nrwg33dpgia,Kenny McIntosh,Kenny McIntosh,RB,Seattle Seahawks,SEA,4600,4600,4600,SEA,Seahawks,RES,4600,SEA,Seahawks,Seattle,Seattle Seahawks,,,,,#002244,NFC,0.7%,17,28,4,3,17,
383,39379,00-0039379,NFL,THR048621,https://static.www.nfl.com/image/upload/{formatInstructions}/league/khjue5xlvlhzha9znbl3,Jamari Thrash,Jamari Thrash,WR,Cleveland Browns,CLE,1050,1050,1050,CLE,Browns,ACT,1050,CLE,Browns,Cleveland,Cleveland Browns,,,,,#FF3C00,AFC,1.1%,9,90,7,3,9,
388,36133,00-0036133,NFL,PRO085796,https://static.www.nfl.com/image/upload/{formatInstructions}/league/s1jyxzrzgn2od1sempye,James Proche,James Proche,WR,Cleveland Browns,CLE,1050,1050,2100,TEN,Titans,DEV,2100,TEN,Titans,Tennessee,Tennessee Titans,,,,,#FF3C00,AFC,0.5%,9,11,3,3,9,
388,39613,00-0039613,NFL,HOL105366,https://static.www.nfl.com/image/upload/{formatInstructions}/league/sps8av7spro1015lpwn1,Dallin Holker,Dallin Holker,TE,New Orleans Saints,NO,3300,3300,,,,NOR,3300,NO,Saints,New Orleans,New Orleans Saints,,,,,#000000,NFC,0.8%,12,29,4,3,12,
388,39792,00-0039792,NFL,WAL125280,https://static.www.nfl.com/image/upload/{formatInstructions}/league/d8qrpenynncwink7dqs2,Devontez Walker,Devontez Walker,WR,Baltimore Ravens,BAL,325,325,325,BAL,Ravens,ACT,325,BAL,Ravens,Baltimore,Baltimore Ravens,,,,,#24135F,AFC,0.7%,9,20,3,1,9,
391,37487,00-0037487,NFL,THO444975,https://static.www.nfl.com/image/private/{formatInstructions}/league/gt0yeyl9y8s6onw8wcdr,Deven Thompkins,Deven Thompkins,WR,Carolina Panthers,CAR,750,750,,,,NOR,750,CAR,Panthers,Carolina,Carolina Panthers,,,,,#0085CF,NFC,0.8%,7,34,4,4,7,
391,39420,00-0039420,NFL,BEL377608,https://static.www.nfl.com/image/upload/{formatInstructions}/league/wm88pq0ncxo2wuktwqni,Jaheim Bell,Jaheim Bell,TE,New England Patriots,NE,3200,3200,3200,NE,Patriots,CUT,3200,NE,Patriots,New England,New England Patriots,,,,,#002244,AFC,0.6%,15,34,3,2,15,
393,34115,00-0034115,NFL,WIL723340,https://static.www.nfl.com/image/private/{formatInstructions}/league/zorqrtlrizlltgd6pnob,Jeff Wilson,Jeff Wilson,RB,Miami Dolphins,MIA,2700,2700,2700,MIA,Dolphins,DEV,2700,MIA,Dolphins,Miami,Miami Dolphins,,,,,#008E97,AFC,0.5%,9,40,3,3,9,
394,36183,00-0036183,NFL,WIL078257,https://static.www.nfl.com/image/upload/{formatInstructions}/league/kwvkhsgyvfsbzhihhh7c,Kristian Wilkerson,Kristian Wilkerson,WR,Las Vegas Raiders,LV,2520,2520,610,BUF,Bills,DEV,610,BUF,Bills,Buffalo,Buffalo Bills,,,,,#000000,AFC,0.5%,3,25,3,2,3,
394,37253,00-0037253,NFL,JON587578,https://static.www.nfl.com/image/upload/{formatInstructions}/league/bwy0az1y2vgvirna4bye,Marcus Jones,Marcus Jones,CB,New England Patriots,NE,3200,3200,3200,NE,Patriots,ACT,3200,NE,Patriots,New England,New England Patriots,,,,,#002244,AFC,0.2%,14,3,1,1,14,
394,38622,00-0038622,NFL,VAU424979,https://static.www.nfl.com/image/upload/{formatInstructions}/league/z8lnunc6vvq9qlnidaw3,Deuce Vaughn,Deuce Vaughn,RB,Dallas Cowboys,DAL,1200,1200,1200,DAL,Cowboys,CUT,1200,DAL,Cowboys,Dallas,Dallas Cowboys,,,,,#002244,NFC,0.8%,7,21,5,3,7,
397,36176,00-0036176,NFL,KIN802869,https://static.www.nfl.com/image/upload/{formatInstructions}/league/hbslm9pimpxgoeti32jf,Mason Kinsey,Mason Kinsey,WR,Tennessee Titans,TEN,2100,2100,2100,TEN,Titans,DEV,2100,TEN,Titans,Tennessee,Tennessee Titans,,,,,#002244,AFC,0.4%,6,40,2,2,6,
397,36463,00-0036463,NFL,BLA490972,https://static.www.nfl.com/image/upload/{formatInstructions}/league/bbejfkq6pcu7bsnkwgwj,Chris Blair,Chris Blair,WR,Atlanta Falcons,ATL,200,200,200,ATL,Falcons,DEV,200,ATL,Falcons,Atlanta,Atlanta Falcons,,,,,#A71930,NFC,0.4%,4,9,2,1,4,
399,34353,00-0034353,NFL,MIL140090,https://static.www.nfl.com/image/upload/{formatInstructions}/league/wyblvutn6o4g6cunyhc2,Anthony Miller,Anthony Miller,WR,Baltimore Ravens,BAL,325,325,325,BAL,Ravens,DEV,325,BAL,Ravens,Baltimore,Baltimore Ravens,,,,,#24135F,AFC,0.2%,2,3,1,1,2,
399,37348,00-0037348,NFL,CON474977,https://static.www.nfl.com/image/upload/{formatInstructions}/league/rgzuymef5bitph2odcel,Tanner Conner,Tanner Conner,TE,Miami Dolphins,MIA,2700,2700,2700,MIA,Dolphins,ACT,2700,MIA,Dolphins,Miami,Miami Dolphins,,,,,#008E97,AFC,0.7%,8,18,4,3,8,
399,39920,00-0039920,NFL,COR399318,https://static.www.nfl.com/image/upload/{formatInstructions}/league/igxlqtns8f32g1dglakv,Malachi Corley,Malachi Corley,WR,New York Jets,NYJ,3430,3430,1050,CLE,Browns,DEV,1050,CLE,Browns,Cleveland,Cleveland Browns,,,,,#115740,AFC,1.0%,9,47,6,3,9,
402,35341,00-0035341,NFL,IRW629310,https://static.www.nfl.com/image/upload/{formatInstructions}/league/xqipuwaysjsl9xhtqblt,Trenton Irwin,Trenton Irwin,WR,Carolina Panthers,CAR,750,750,2250,JAX,Jaguars,CUT,2250,JAX,Jaguars,Jacksonville,Jacksonville Jaguars,,,,,#0085CF,NFC,1.7%,7,70,10,3,7,
402,39617,00-0039617,NFL,KIB426541,https://static.www.nfl.com/image/upload/{formatInstructions}/league/no7mr4wgu7o2exnmjre8,Jacob Kibodi,Jacob Kibodi,RB,Cleveland Browns,CLE,1050,1050,,,,NOR,1050,CLE,Browns,Cleveland,Cleveland Browns,,,,,#FF3C00,AFC,0.6%,1,11,3,1,1,
404,36332,00-0036332,NFL,DEG703400,https://static.www.nfl.com/image/upload/{formatInstructions}/league/wivlyvbmlm0aogcvl2yz,Josiah Deguara,Josiah Deguara,TE,Jacksonville Jaguars,JAX,2250,2250,3800,ARI,Cardinals,DEV,3800,ARI,Cardinals,Arizona,Arizona Cardinals,,,,,#000000,AFC,0.6%,15,30,3,3,15,
404,39394,00-0039394,NFL,WAS075963,https://static.www.nfl.com/image/upload/{formatInstructions}/league/wkoysykj4htld4yajljn,Casey Washington,Casey Washington,WR,Atlanta Falcons,ATL,200,200,200,ATL,Falcons,ACT,200,ATL,Falcons,Atlanta,Atlanta Falcons,,,,,#A71930,NFC,0.4%,8,3,2,1,8,
406,39573,00-0039573,NFL,WAT311430,https://static.www.nfl.com/image/upload/{formatInstructions}/league/fqa3khjrz3ngvq27wgzz,Blake Watson,Blake Watson,RB,Denver Broncos,DEN,1400,1400,1400,DEN,Broncos,CUT,1400,DEN,Broncos,Denver,Denver Broncos,,,,,#FC4C02,AFC,0.4%,2,7,2,1,2,
407,36165,00-0036165,NFL,HOD537222,https://static.www.nfl.com/image/upload/{formatInstructions}/league/bnh1wumwsfg9jpgcb1h2,Isaiah Hodgins,Isaiah Hodgins,WR,New York Giants,NYG,3410,3410,4500,SF,49ers,CUT,4500,SF,49ers,San Francisco,San Francisco 49ers,,,,,#0B2265,NFC,0.4%,3,26,2,2,3,
407,36825,00-0036825,NFL,FRA593646,https://static.www.nfl.com/image/upload/{formatInstructions}/league/v5zscuctkdetzfstqouf,Feleipe Franks,Feleipe Franks,TE,Carolina Panthers,CAR,750,750,200,ATL,Falcons,ACT,200,ATL,Falcons,Atlanta,Atlanta Falcons,,,,,#0085CF,NFC,0.6%,16,14,3,1,16,
407,38611,00-0038611,NFL,ROD797090,https://static.www.nfl.com/image/upload/{formatInstructions}/league/z5nbh1nza9je683o17h1,Chris Rodriguez Jr.,Chris Rodriguez Jr.,RB,Washington Commanders,WAS,5110,5110,5110,WAS,Commanders,ACT,5110,WAS,Commanders,Washington,Washington Commanders,,,,,#5A1414,NFC,0.2%,9,20,1,1,9,
407,39853,00-0039853,NFL,BAK232522,https://static.www.nfl.com/image/upload/{formatInstructions}/league/wlbxcwbm2byh2lnfhlam,Javon Baker,Javon Baker,WR,New England Patriots,NE,3200,3200,3200,NE,Patriots,CUT,3200,NE,Patriots,New England,New England Patriots,,,,,#002244,AFC,0.8%,11,40,4,1,11,
411,35594,00-0035594,NFL,HOM655558,https://static.www.nfl.com/image/upload/{formatInstructions}/league/dyyclvfaagspov2ydf3i,Travis Homer,Travis Homer,RB,Chicago Bears,CHI,810,810,810,CHI,Bears,RSR,810,CHI,Bears,Chicago,Chicago Bears,,,,,#0B162A,NFC,0.6%,10,44,3,3,10,
411,36425,00-0036425,NFL,DAL415290,https://static.www.nfl.com/image/upload/{formatInstructions}/league/weotbgqp9f3y1hptcxzm,DeeJay Dallas,DeeJay Dallas,RB,Arizona Cardinals,ARI,3800,3800,3800,ARI,Cardinals,CUT,3800,ARI,Cardinals,Arizona,Arizona Cardinals,,,,,#97233F,NFC,0.6%,17,22,3,3,17,
411,33292,00-0033292,NFL,TAY758512,https://static.www.nfl.com/image/upload/{formatInstructions}/league/vtuh6trohr5x60eysy87,Trent Taylor,Trent Taylor,WR,San Francisco 49ers,SF,4500,4500,4500,SF,49ers,RES,4500,SF,49ers,San Francisco,San Francisco 49ers,,,,,#AA0000,NFC,0.2%,2,10,1,1,2,
411,35311,00-0035311,NFL,GAS211909,https://static.www.nfl.com/image/upload/{formatInstructions}/league/dn5kacxm99pb95u8dle1,Myles Gaskin,Myles Gaskin,RB,Jacksonville Jaguars,JAX,2250,2250,325,BAL,Ravens,CUT,325,BAL,Ravens,Baltimore,Baltimore Ravens,,,,,#000000,AFC,0.2%,5,2,1,1,5,
411,37594,00-0037594,NFL,CHE603251,https://static.www.nfl.com/image/upload/{formatInstructions}/league/glst6wabuuvbrssmidng,Julius Chestnut,Julius Chestnut,RB,Tennessee Titans,TEN,2100,2100,2100,TEN,Titans,ACT,2100,TEN,Titans,Tennessee,Tennessee Titans,,,,,#002244,AFC,0.6%,17,42,3,2,17,
411,38507,00-0038507,NFL,DUB599865,https://static.www.nfl.com/image/upload/{formatInstructions}/league/ytrkyhuvudbeuc90zuok,Grant DuBose,Grant DuBose,WR,Miami Dolphins,MIA,2700,2700,610,BUF,Bills,CUT,610,BUF,Bills,Buffalo,Buffalo Bills,,,,,#008E97,AFC,0.7%,3,32,4,2,3,
417,33893,00-0033893,NFL,COO047079,https://static.www.nfl.com/image/upload/{formatInstructions}/league/uurolop9ktcloxqh4fid,Dalvin Cook,Dalvin Cook,RB,Dallas Cowboys,DAL,1200,1200,,,,NOR,1200,DAL,Cowboys,Dallas,Dallas Cowboys,,,,,#002244,NFC,0.2%,2,10,1,1,2,
417,36670,00-0036670,NFL,JEF237349,https://static.www.nfl.com/image/upload/{formatInstructions}/league/bkgrgirrdwlm05vqg74b,Jermar Jefferson,Jermar Jefferson,RB,Detroit Lions,DET,1540,1540,2100,TEN,Titans,DEV,2100,TEN,Titans,Tennessee,Tennessee Titans,,,,,#0076B6,NFC,0.2%,2,4,1,1,2,
417,36741,00-0036741,NFL,STO341471,https://static.www.nfl.com/image/upload/{formatInstructions}/league/rtgfs8jwzhtmupqxqgmz,Jack Stoll,Jack Stoll,TE,Miami Dolphins,MIA,2700,2700,3300,NO,Saints,DEV,3300,NO,Saints,New Orleans,New Orleans Saints,,,,,#008E97,AFC,0.6%,11,42,3,2,11,
420,31690,00-0031690,NFL,TOM677561,https://static.www.nfl.com/image/upload/{formatInstructions}/league/i2n4shhc4sprxbsbhfcy,Eric Tomlinson,Eric Tomlinson,TE,Los Angeles Chargers,LAC,4400,4400,,,,NOR,4400,LAC,Chargers,Los Angeles,Los Angeles Chargers,,,,,#0080C6,AFC,0.8%,9,28,4,2,9,
420,33863,00-0033863,NFL,SKI665077,https://static.www.nfl.com/image/upload/{formatInstructions}/league/umcplds2xhmcs6wijlpw,Dan Skipper,Dan Skipper,OT,Detroit Lions,DET,1540,1540,1540,DET,Lions,DEV,1540,DET,Lions,Detroit,Detroit Lions,,,,,#0076B6,NFC,0.2%,17,7,1,1,17,
420,37382,00-0037382,NFL,JOH078015,https://static.www.nfl.com/image/upload/{formatInstructions}/league/vb8zdr36pece37wq6eth,Brandon Johnson,Brandon Johnson,WR,Pittsburgh Steelers,PIT,3900,3900,3900,PIT,Steelers,CUT,3900,PIT,Steelers,Pittsburgh,Pittsburgh Steelers,,,,,#000000,AFC,0.2%,3,9,1,1,3,
420,37422,00-0037422,NFL,PRY454541,https://static.www.nfl.com/image/upload/{formatInstructions}/league/edqjtpuwrzqqbwtne9a5,Kendric Pryor,Kendric Pryor,WR,Cincinnati Bengals,CIN,920,920,920,CIN,Bengals,CUT,920,CIN,Bengals,Cincinnati,Cincinnati Bengals,,,,,#FB4F14,AFC,0.2%,2,10,1,1,2,
424,37745,00-0037745,NFL,JON826251,https://static.www.nfl.com/image/upload/{formatInstructions}/league/fchis2k7zzpqg9sv1ya1,Velus Jones Jr.,Velus Jones Jr.,RB,Carolina Panthers,CAR,750,750,3300,NO,Saints,ACT,3300,NO,Saints,New Orleans,New Orleans Saints,,,,,#0085CF,NFC,0.2%,3,3,1,1,3,
424,39392,00-0039392,NFL,JAC241006,https://static.www.nfl.com/image/upload/{formatInstructions}/league/f4oqjj2aez3lnnt2wego,Jha'Quan Jackson,Jha'Quan Jackson,WR,Tennessee Titans,TEN,2100,2100,2100,TEN,Titans,CUT,2100,TEN,Titans,Tennessee,Tennessee Titans,,,,,#002244,AFC,0.6%,12,16,3,1,12,
424,39874,00-0039874,NFL,WRI398099,https://static.www.nfl.com/image/upload/{formatInstructions}/league/gzvuhypgjancufprzq5t,Jaylen Wright,Jaylen Wright,RB,Miami Dolphins,MIA,2700,2700,2700,MIA,Dolphins,ACT,2700,MIA,Dolphins,Miami,Miami Dolphins,,,,,#008E97,AFC,1.1%,15,77,6,3,15,
427,33106,00-0033106,NFL,GOF219636,https://static.www.nfl.com/image/upload/{formatInstructions}/league/yggfwr4ak4po9byj0qor,Jared Goff,Jared Goff,QB,Detroit Lions,DET,1540,1540,1540,DET,Lions,ACT,1540,DET,Lions,Detroit,Detroit Lions,,,,,#0076B6,NFC,0.2%,17,2,1,1,17,
427,32141,00-0032141,NFL,SWA047065,https://static.www.nfl.com/image/upload/{formatInstructions}/league/kecuhwgbqvlqt6gb0dz6,Geoff Swaim,Geoff Swaim,TE,Cleveland Browns,CLE,1050,1050,,,,NOR,1050,CLE,Browns,Cleveland,Cleveland Browns,,,,,#FF3C00,AFC,0.2%,8,46,1,1,8,
427,34365,00-0034365,NFL,THO197015,https://static.www.nfl.com/image/upload/{formatInstructions}/league/gvpwnq0mjefjlekgzxro,Ian Thomas,Ian Thomas,TE,Carolina Panthers,CAR,750,750,2520,LV,Raiders,ACT,2520,LV,Raiders,Las Vegas,Las Vegas Raiders,,,,,#0085CF,NFC,1.2%,5,24,6,3,5,
427,36556,00-0036556,NFL,JOR035760,https://static.www.nfl.com/image/upload/{formatInstructions}/league/ypyec24t4prirebsdcg4,Brevin Jordan,Brevin Jordan,TE,Houston Texans,HOU,2120,2120,2120,HOU,Texans,RES,2120,HOU,Texans,Houston,Houston Texans,,,,,#021018,AFC,0.5%,2,18,3,2,2,
427,38498,00-0038498,NFL,JEN184122,https://static.www.nfl.com/image/upload/{formatInstructions}/league/jmhuk0gcnyotcjhdxo6v,E.J. Jenkins,E.J. Jenkins,TE,Philadelphia Eagles,PHI,3700,3700,3700,PHI,Eagles,DEV,3700,PHI,Eagles,Philadelphia,Philadelphia Eagles,,,,,#004851,NFC,0.5%,8,30,2,1,8,
427,38920,00-0038920,NFL,SHE468281,https://static.www.nfl.com/image/private/{formatInstructions}/league/gx0qdhwr7pdetd83ifcw,John Samuel Shenker,John Samuel Shenker,TE,Las Vegas Raiders,LV,2520,2520,,,,NOR,2520,LV,Raiders,Las Vegas,Las Vegas Raiders,,,,,#000000,AFC,0.2%,8,23,1,1,8,
427,39543,00-0039543,NFL,KEY703688,https://static.www.nfl.com/image/upload/{formatInstructions}/league/cqzhnef7pkr3bkmuwo5q,Ramel Keyton,Ramel Keyton,WR,Las Vegas Raiders,LV,2520,2520,,,,NOR,2100,TEN,Titans,Tennessee,Tennessee Titans,,,,,#000000,AFC,0.5%,8,27,3,1,8,
427,39824,00-0039824,NFL,WIL054234,https://static.www.nfl.com/image/upload/{formatInstructions}/league/dd7n41tzytkvgbrqvtda,Jared Wiley,Jared Wiley,TE,Kansas City Chiefs,KC,2310,2310,2310,KC,Chiefs,ACT,2310,KC,Chiefs,Kansas City,Kansas City Chiefs,,,,,#E31837,AFC,0.2%,7,24,1,1,7,
435,34184,00-0034184,NFL,EDW471180,https://static.www.nfl.com/image/upload/{formatInstructions}/league/dyobqe3w5eypevsk3f2b,Gus Edwards,Gus Edwards,RB,Los Angeles Chargers,LAC,4400,4400,,,,NOR,4400,LAC,Chargers,Los Angeles,Los Angeles Chargers,,,,,#0080C6,AFC,1.0%,11,65,5,3,11,
435,36254,00-0036254,NFL,JOH137817,https://static.www.nfl.com/image/upload/{formatInstructions}/league/ijr7bal4mbsaum2lp9dq,Collin Johnson,Collin Johnson,WR,Chicago Bears,CHI,810,810,2520,LV,Raiders,CUT,2520,LV,Raiders,Las Vegas,Las Vegas Raiders,,,,,#0B162A,NFC,0.4%,9,15,2,1,9,
435,33460,00-0033460,NFL,ROS616450,https://static.www.nfl.com/image/upload/{formatInstructions}/league/olf4tixsulbplr0hkas5,John Ross,John Ross,WR,Philadelphia Eagles,PHI,3700,3700,,,,NOR,3700,PHI,Eagles,Philadelphia,Philadelphia Eagles,,,,,#004851,NFC,0.5%,1,10,2,1,1,
435,36877,00-0036877,NFL,DAR261346,https://static.www.nfl.com/image/upload/{formatInstructions}/league/po3sqw0b1qwonkg80lrf,Jaelon Darden,Jaelon Darden,WR,Seattle Seahawks,SEA,4600,4600,,,,NOR,4600,SEA,Seahawks,Seattle,Seattle Seahawks,,,,,#002244,NFC,0.2%,12,14,1,1,12,
435,38359,00-0038359,NFL,SMI826503,https://static.www.nfl.com/image/upload/{formatInstructions}/league/fk4gtziqefw5etqfylbe,Xavier Smith,Xavier Smith,WR,Los Angeles Rams,LA,2510,2510,2510,LAR,Rams,ACT,2510,LAR,Rams,Los Angeles,Los Angeles Rams,,,,,#003594,NFC,0.4%,15,8,2,2,15,
435,39451,00-0039451,NFL,WIL319263,https://static.www.nfl.com/image/upload/{formatInstructions}/league/gfizlaq4sf0szcwadqhk,Isaiah Williams,Isaiah Williams,WR,Cincinnati Bengals,CIN,920,920,920,CIN,Bengals,DEV,920,CIN,Bengals,Cincinnati,Cincinnati Bengals,,,,,#FB4F14,AFC,0.6%,8,9,3,2,8,
435,39703,00-0039703,NFL,SCH489290,https://static.www.nfl.com/image/upload/{formatInstructions}/league/l6t9xrnfhnmlubpghlom,Cody Schrader,Cody Schrader,RB,Los Angeles Rams,LA,2510,2510,2510,LAR,Rams,DEV,2510,LAR,Rams,Los Angeles,Los Angeles Rams,,,,,#003594,NFC,0.2%,1,1,1,1,1,
435,39648,00-0039648,NFL,MAR796418,https://static.www.nfl.com/image/upload/{formatInstructions}/league/yaqmqzscsglgylchv7ez,David Martin-Robinson,David Martin-Robinson,TE,Tennessee Titans,TEN,2100,2100,2100,TEN,Titans,ACT,2100,TEN,Titans,Tennessee,Tennessee Titans,,,,,#002244,AFC,0.4%,5,11,2,1,5,
443,35547,00-0035547,NFL,FOR722821,https://static.www.nfl.com/image/private/{formatInstructions}/league/gxhstzqswbn4z05r9rqv,Joseph Fortson,Joseph Fortson,TE,Kansas City Chiefs,KC,2310,2310,,,,NOR,2310,KC,Chiefs,Kansas City,Kansas City Chiefs,,,,,#E31837,AFC,0.5%,3,16,3,1,3,
443,34073,00-0034073,NFL,DWE397627,https://static.www.nfl.com/image/upload/{formatInstructions}/league/uqt51jo34ubpmvupmz1n,Ross Dwelley,Ross Dwelley,TE,Atlanta Falcons,ATL,200,200,4500,SF,49ers,CUT,4500,SF,49ers,San Francisco,San Francisco 49ers,,,,,#A71930,NFC,0.2%,17,15,1,1,17,
443,32688,00-0032688,NFL,AND460305,https://static.www.nfl.com/image/private/{formatInstructions}/league/hkcncqfwusv19fah3mbt,Robbie Chosen,Robbie Chosen,WR,Miami Dolphins,MIA,2700,2700,4500,SF,49ers,DEV,4500,SF,49ers,San Francisco,San Francisco 49ers,,,,,#008E97,AFC,0.7%,2,21,4,1,2,
443,36640,00-0036640,NFL,DAV104903,https://static.www.nfl.com/image/upload/{formatInstructions}/league/rvcrltwqycijarysk9dn,Zach Davidson,Zach Davidson,TE,Buffalo Bills,BUF,610,610,610,BUF,Bills,CUT,610,BUF,Bills,Buffalo,Buffalo Bills,,,,,#00338D,AFC,0.4%,3,21,2,1,3,
443,37207,00-0037207,NFL,CAL446522,https://static.www.nfl.com/image/upload/{formatInstructions}/league/xfghkpipwwva7x4vs6xk,Mike Caliendo,Mike Caliendo,G,Kansas City Chiefs,KC,2310,2310,2310,KC,Chiefs,ACT,2310,KC,Chiefs,Kansas City,Kansas City Chiefs,,,,,#E31837,AFC,0.2%,17,1,1,1,17,
443,38576,00-0038576,NFL,JON160287,https://static.www.nfl.com/image/upload/{formatInstructions}/league/rofwl0wrsdqnfvv4iokq,Charlie Jones,Charlie Jones,WR,Cincinnati Bengals,CIN,920,920,920,CIN,Bengals,ACT,920,CIN,Bengals,Cincinnati,Cincinnati Bengals,,,,,#FB4F14,AFC,0.2%,8,17,1,1,8,
443,38941,00-0038941,NFL,SCO719390,https://static.www.nfl.com/image/upload/{formatInstructions}/league/k6g5zzfxtkvu21okobss,Tyler Scott,Tyler Scott,WR,Chicago Bears,CHI,810,810,2200,IND,Colts,DEV,2200,IND,Colts,Indianapolis,Indianapolis Colts,,,,,#0B162A,NFC,0.2%,11,6,1,1,11,
450,37287,00-0037287,NFL,LOW394481,https://static.www.nfl.com/image/upload/{formatInstructions}/league/a72w3jazmnecd5nepevf,Vederian Lowe,Vederian Lowe,OT,New England Patriots,NE,3200,3200,3200,NE,Patriots,ACT,3200,NE,Patriots,New England,New England Patriots,,,,,#002244,AFC,0.2%,14,1,1,1,14,
450,37578,00-0037578,NFL,THO265117,https://static.www.nfl.com/image/upload/{formatInstructions}/league/ftxdnkfoymrgcc96zlnt,Juanyeh Thomas,Juanyeh Thomas,SAF,Dallas Cowboys,DAL,1200,1200,1200,DAL,Cowboys,ACT,1200,DAL,Cowboys,Dallas,Dallas Cowboys,,,,,#002244,NFC,0.2%,13,1,1,1,13,
452,39811,00-0039811,NFL,LLO673464,https://static.www.nfl.com/image/upload/{formatInstructions}/league/ufhthbjqbgb6mggscdc9,MarShawn Lloyd,MarShawn Lloyd,RB,Green Bay Packers,GB,1800,1800,1800,GB,Packers,RSR,1800,GB,Packers,Green Bay,Green Bay Packers,,,,,#203731,NFC,0.2%,1,3,1,1,1,
453,33873,00-0033873,NFL,MAH401939,https://static.www.nfl.com/image/upload/{formatInstructions}/league/iireqbn32cpg9fn4sfy7,Patrick Mahomes,Patrick Mahomes,QB,Kansas City Chiefs,KC,2310,2310,2310,KC,Chiefs,ACT,2310,KC,Chiefs,Kansas City,Kansas City Chiefs,,,,,#E31837,AFC,0.2%,16,0,1,1,16,
453,24243,00-0024243,NFL,LEW492053,https://static.www.nfl.com/image/private/{formatInstructions}/league/ppq07tipygpftz5csipx,Marcedes Lewis,Marcedes Lewis,TE,Chicago Bears,CHI,810,810,,,,NOR,810,CHI,Bears,Chicago,Chicago Bears,,,,,#0B162A,NFC,0.2%,17,28,1,1,17,
453,34834,00-0034834,NFL,HUB387605,https://static.www.nfl.com/image/upload/{formatInstructions}/league/eoodwerhenaqvcaqm29t,Sam Hubbard,Sam Hubbard,DE,Cincinnati Bengals,CIN,920,920,,,,NOR,920,CIN,Bengals,Cincinnati,Cincinnati Bengals,,,,,#FB4F14,AFC,0.2%,14,1,1,1,14,
453,37258,00-0037258,NFL,PIE245478,https://static.www.nfl.com/image/upload/{formatInstructions}/league/lifrupicniyrosy1vj9c,Dameon Pierce,Dameon Pierce,RB,Houston Texans,HOU,2120,2120,2120,HOU,Texans,ACT,2120,HOU,Texans,Houston,Houston Texans,,,,,#021018,AFC,0.7%,11,49,4,2,11,
453,37306,00-0037306,NFL,FIT782415,https://static.www.nfl.com/image/upload/{formatInstructions}/league/kopyksw2p51nivtldayc,John FitzPatrick,John FitzPatrick,TE,Green Bay Packers,GB,1800,1800,1800,GB,Packers,ACT,1800,GB,Packers,Green Bay,Green Bay Packers,,,,,#203731,NFC,0.2%,9,19,1,1,9,
453,39732,00-0039732,NFL,NIX118212,https://static.www.nfl.com/image/upload/{formatInstructions}/league/igirshmrr6lqtxcpxsea,Bo Nix,Bo Nix,QB,Denver Broncos,DEN,1400,1400,1400,DEN,Broncos,ACT,1400,DEN,Broncos,Denver,Denver Broncos,,,,,#FC4C02,AFC,0.2%,17,2,1,1,17,
